meanBlue;meanRed;sdBlue;skewnessBlue;dfRG;dfRB;dfGB;entropyBlue;energyBlue;contrastBlue;homogeneityBlue;coverage;cloudType
0,258106722;0,594439044;0,546889002;0,715948659;0,769171464;0,951375052;0,953208324;0,710047826;0,462304229;0,012101969;0,730082037;0,611143619;0
0,283359142;0,552681753;0,276291435;0,298764666;0,714227543;0,85666676;0,838081076;0,77917513;0,550503659;0,038585454;0,61592374;0,43280671;0
0,528041655;0,807644323;0,565413455;0,21573689;0,724893551;0,912150473;0,92715838;0,598141903;0,335315486;0,044849915;0,467091453;0,998829726;0
0,605554051;0,883184865;0,57571006;0,204194666;0,785124326;0,922012744;0,884361166;0,535002415;0,275011607;0,050547558;0,464008063;0,985826669;0
0,697204167;0,951371836;0,62879243;0,18949058;0,804052486;0,902495261;0,830231305;0,47590507;0,220459458;0,028645252;0,587772071;0,996034069;0
0,658940136;0,917700133;0,537758969;0,204235553;0,821896128;0,902966266;0,813144342;0,487884167;0,220397383;0,02478548;0,620097603;0,988622327;0
0,586171757;0,883750841;0,39932064;0,186855719;0,871145992;0,948251709;0,845098668;0,589403946;0,342145453;0,016634072;0,674762261;0,977374683;0
0,32229097;0,63741619;0,32515041;0,167725673;0,738625798;0,930660718;0,946650478;1;0,83357143;0,001744627;0,963533262;0,808985112;0
0,600385863;0,778878771;0,731309635;0,404709039;0,762339952;0,774888715;0,642632143;0,817498069;0,849300252;0,009785615;0,813151165;0,305441779;0
0,597314811;0,83186716;0,741297548;0,402935333;0,822550368;0,857095291;0,729979605;0,816467228;0,714371842;0,011191622;0,800435754;0,541967363;0
0,55003611;0,788133837;0,703292771;0,470948582;0,775868598;0,854536243;0,772295246;0,920489345;1;0,004119871;0,922350814;0,452051233;0
0,529806049;0,773367576;0,650706656;0,50943865;0,813855223;0,85926449;0,742620547;0,768632971;0,578555673;0,008399237;0,798349094;0,412326897;0
0,4455856;0,565721814;0,527955144;0,57117022;0,693982759;0,66328039;0,51058846;0,497991843;0,250865226;0,014266189;0,676991221;0,081984266;0
0,429674227;0,555429897;0,539879954;0,649715632;0,725969924;0,668949888;0,488636658;0,463391618;0,20903508;0,037547511;0,519652191;0,178922047;0
0,418722715;0,539352793;0,533563288;0,680926571;0,731464452;0,659582892;0,466266038;0,434446399;0,249661988;0,021676559;0,637614342;0,200767181;0
0,50209019;0,664242206;0,547835439;0,579584471;0,77392081;0,734582569;0,55849471;0,569885734;0,385354857;0,018329624;0,666469878;0,228983811;0
0,485944451;0,727355443;0,599152488;0,637512251;0,850682676;0,84886447;0,686899995;0,634823557;0,476384233;0,011648022;0,769541713;0,420518822;0
0,3753067;0,61525626;0,642662354;0,779723665;0,798038095;0,82847855;0,703143865;0,686183741;0,475130825;0,010769574;0,753370595;0,331577921;0
0,374304427;0,646207063;0,571208744;0,662444212;0,798646185;0,875458395;0,787034372;0,776447565;0,71604447;0,012136321;0,737583853;0,374618035;0
0,404450161;0,640217795;0,613025516;0,570300147;0,724100862;0,827110286;0,774995055;0,593460698;0,393683981;0,014069888;0,682961407;0,427215396;0
0,319815378;0,361998814;0,518131032;0,789848513;0,581016461;0,527542381;0,379978582;0,4867925;0,260042143;0,022412689;0,639326908;0,027696509;0
0,434397409;0,653545213;0,548314219;0,611449425;0,784365571;0,807523025;0,679193468;0,538702665;0,269937602;0,037037128;0,534549575;0,479357649;0
0,647048271;0,903620651;0,437780213;0,090571761;0,866400718;0,89777915;0,759084057;0,510791819;0,269537089;0,037873862;0,487563284;0,952343801;0
0,712646232;0,961706933;0,487496775;0,080734362;0,870866379;0,897504587;0,754101894;0,544535642;0,327048437;0,032774938;0,541008907;0,998114557;0
0,44315341;0,716044667;0,308337325;0,27481711;0,867729558;0,88826122;0,740628773;0,541921222;0,270048147;0,03269151;0,535722367;0,768870685;0
0,394680314;0,597895557;0,619284854;0,696915011;0,706478467;0,777471275;0,703422167;0,544651031;0,326420033;0,023769621;0,576121678;0,327091867;0
0,433041563;0,624860369;0,580947725;0,643081733;0,717715916;0,766977206;0,673252253;0,547473052;0,347548542;0,019811698;0,63733479;0,313893766;0
0,376562435;0,613799939;0,389067145;0,428991492;0,733520828;0,824683968;0,761163141;0,624748438;0,342157358;0,010558551;0,744190597;0,571809375;0
0,508216671;0,801748613;0,509302512;0,412729422;0,813260706;0,929435803;0,869433777;0,954468208;0,958126487;0,002144591;0,941358824;0,807164684;0
0,337800161;0,542654575;0,591015573;0,716629249;0,664080474;0,770517703;0,733527963;0,58650947;0,299282139;0,011267689;0,716602884;0,376113387;0
0,669078603;0,871795952;0,549374651;0,097945966;0,82472619;0,821948957;0,664575759;0,639197714;0,45211115;0,029818151;0,551381464;0,573694819;0
0,598854677;0,838644989;0,597441759;0,292989874;0,824101812;0,865077336;0,742777433;0,729497865;0,545482375;0,018803201;0,675332961;0,663936026;0
0,583179404;0,762244944;0,724749863;0,402146492;0,680042838;0,772898513;0,721766949;0,58830182;0,355214397;0,013544782;0,696549325;0,458227683;0
0,548149035;0,733384808;0,770503744;0,479567361;0,700548231;0,776230433;0,707150604;0,507522172;0,377727267;0,017321127;0,740436914;0,465184318;0
0,524566106;0,69251889;0,746945449;0,528251289;0,660995232;0,746844612;0,694048553;0,614621142;0,358674449;0,005707457;0,802662181;0,382094792;0
0,542026606;0,710664556;0,681780414;0,525860101;0,705996609;0,750732484;0,655811955;0,675135921;0,473836601;0,010190486;0,781716217;0,283856706;0
0,405958779;0,475522962;0,598903772;0,559570484;0,539054176;0,582134901;0,520348151;0,723142373;0,419296357;0,007125733;0,82679462;0,089396008;0
0,407468554;0,537928857;0,680022758;0,697815366;0,641832251;0,672232508;0,579105475;0,688091109;0,415861816;0,008004181;0,849768286;0,193160393;0
0,423904791;0,503019822;0,773515548;0,761821361;0,553461023;0,599183592;0,536533359;0,723846828;0,600865311;0,010556097;0,859245681;0,196411157;0
0,45557361;0,635335804;0,628167221;0,70491053;0,766197523;0,752900924;0,599206019;0,704594222;0,53549848;0,008215205;0,792208643;0,270268514;0
0,35992829;0,559689366;0,660092574;0,827156812;0,767925422;0,766648792;0,622197363;0,555746703;0,318050092;0,015581407;0,675468393;0,254794877;0
0,401695068;0,601012793;0,617862602;0,688613432;0,767907777;0,772876517;0,633416779;0,676564679;0,410246141;0,012403782;0,728005123;0,260776283;0
0,400793485;0,628983099;0,592819256;0,536693962;0,702432225;0,815326832;0,775578944;0,690343049;0,525878533;0,060863185;0,482172471;0,272869125;0
0,331268605;0,58657707;0,538997381;0,628840439;0,704154694;0,843883655;0,825212308;0,795157699;0,536938964;0,047367478;0,511064121;0,425785059;0
0,700281585;0,765135996;0,607162281;0,302491619;0,680736441;0,623681131;0,452675593;0,574065879;0,647404664;0,044783664;0,550497555;0,212925038;0
0,362433972;0,563546843;0,396021622;0,543993202;0,731059963;0,769056148;0,663579872;0,895558461;0,823840088;0,007248422;0,813505889;0,259866069;0
0,468450388;0,557636226;0,251363894;0;0,695938692;0,621382235;0,433261257;0,812837513;0,665005944;0,033587134;0,560710361;0,153696119;0
0,323687323;0,568583564;0,585016958;0,601079417;0,693495473;0,827271838;0,806046261;0,39906271;0,142283889;0,039140004;0,431610537;0,434692153;0
0,269686101;0,562422088;0,203105904;0,321867686;0,766079435;0,888959004;0,844049576;0,857419155;0,605773499;0,006345436;0,836853127;0,588128211;0
0,538532538;0,620868724;0,455631105;0,377469914;1;0,622823311;0,130249722;0,382498876;0,217274918;0,098130967;0,295460284;0,161237891;0
0,373504692;0,655518675;0,336850093;0,312271357;0,765088574;0,890245355;0,847359195;0,53984155;0,311323867;0,031530879;0,523612682;0,723750082;0
0,132533251;0,332368621;0,354537964;0,623517503;0,56650374;0,729290786;0,757445618;0,495047028;0,339869081;0,034625077;0,646848244;0,113581692;0
0,426213722;0,616220115;0,41442436;0,45922466;0,677990534;0,763178074;0,706345709;0,4337124;0,214139698;0,049607766;0,444139078;0,327286913;0
0,251353531;0,002777959;0,384221622;0,482688559;0,110626238;0,087263237;0,06083368;0,614958359;0,306504965;0,00403399;0,873696737;0,020154737;0,5
0,187808147;0,046133964;0,170847835;0,450707601;0,338468618;0,234519996;0,096703342;0,717336102;0,399576018;0,001832962;0,921472844;0,003380794;0,5
0,273041863;0,255754215;0,510043552;0,735738779;0,357161957;0,43208928;0,433278992;0,638271058;0,378445808;0,002036625;0,880129685;0,051687146;0,5
0,502900342;0,261239708;0,697970556;0,554112933;0,127931015;0,138912928;0,136342367;0,558055822;0,264611044;0,006205572;0,829079573;0,055197972;0,5
0,186200574;0,022007255;0,393156575;0,704425907;0,181999449;0,201029384;0,193727277;0,621383742;0,293839084;0,005803154;0,786687059;0,018074248;0,5
0,557649218;0,343237309;0,595920425;0,3998547;0,125305911;0,188137818;0,227520583;0,477647096;0,212422002;0,009226156;0,723425872;0,023990638;0,5
0,361124999;0,136783643;0,528474657;0,638217702;0,20022179;0,141106398;0,067630267;0,523127011;0,259429045;0,010622348;0,787968407;0,016123789;0,5
0,318332222;0,15006017;0,385976599;0,640781535;0,31124573;0,216782623;0,092160461;0,505080065;0,25460419;0,009856774;0,730411828;0,000650153;0,5
0,317189909;0,146136894;0,428827372;0,692333703;0,312495843;0,212491249;0,083185201;0,508088833;0,26102174;0,00900041;0,765350457;0,002145504;0,5
0,312638015;0,139767739;0,421591815;0,685049126;0,29177599;0,209059971;0,09783838;0,498695994;0,250759783;0,008080248;0,761628204;0,00110526;0,5
0,459869149;0,184091198;0,633965485;0,475047757;0,028956216;0,081484521;0,132523891;0,495426289;0,21098577;0,013606127;0,675950895;0,034783174;0,5
0,647551723;0,392490052;0,647339811;0,325735183;0,091943757;0,142974488;0,179817603;0,467992473;0,186777313;0,011002682;0,718185527;0,039464274;0,5
0,427864695;0,129020368;0,570857048;0,465475966;0,043633175;0,042178028;0,047072707;0,563975867;0,23406667;0,028848914;0,69759461;0,031662441;0,5
0,33592466;0,161885517;0,535048296;0,527993463;0,114159404;0,211172285;0,280155249;0,490710615;0,300772793;0,008377153;0,840945113;0,035563358;0,5
0,298714984;0,125250281;0,465876791;0,724532059;0,239939028;0,205888845;0,144234429;0,520519276;0,26645289;0,006247286;0,778988661;0,010532475;0,5
0,162310945;0,022118806;0,230979811;0,646928026;0,330718184;0,232505524;0,100869696;0,583602975;0,307177588;0,005658382;0,795613061;0;0,5
0,345383179;0,108361996;0,401603549;0,574108062;0,225408662;0,119804256;0,003999918;0,550902735;0,26159062;0,008026265;0,767809737;0,003770886;0,5
0,382133962;0,148591512;0,401186462;0,524182286;0,243941835;0,130992318;0,005496477;0,517130756;0,251121179;0,008921889;0,768502147;0,00455107;0,5
0,187627598;0,035537726;0,363225874;0,600707599;0,167937367;0,219122476;0,240404357;0,659410884;0,341220278;0,004058527;0,832989487;0,030557182;0,5
0,409993333;0,281531044;0,577993165;0,712058992;0,320171623;0,290622613;0,216003765;0,495811315;0,308055143;0,008747672;0,781667135;0,007866849;0,5
0,629067539;0,279167414;0,671725804;0,342467937;0;0;0,015062448;0,540710136;0,242269944;0,005454719;0,809517842;0,027891554;0,5
0,37115641;0,324469635;0,567269452;0,769173634;0,411989147;0,404878726;0,329230643;0,505825737;0,334209188;0,008256919;0,774420332;0,038814121;0,5
0,405054303;0,460080717;0,676188411;0,782107005;0,550742264;0,560536202;0,469751642;0,62111928;0,436884032;0,005619122;0,84157773;0,095897537;0,5
0,401872722;0,180215215;0,621847184;0,585189205;0,150948851;0,151780222;0,136351916;0,551214553;0,277344952;0,00547435;0,826406181;0,034002991;0,5
0,424152466;0,165432504;0,61521191;0,503305437;0,088430951;0,100767639;0,107431635;0,514891787;0,21453851;0,009498524;0,759105701;0,03153241;0,5
0,241867237;0,063975309;0,449140112;0,602460592;0,142101684;0,189989981;0,213971065;0,626574484;0,323363044;0,00223538;0,862867617;0,029256875;0,5
0,402162062;0,181287536;0,580556877;0,618172184;0,190351186;0,152983142;0,098913392;0,572911865;0,300624833;0,006995684;0,827318539;0,020544829;0,5
0,288155238;0,094481968;0,338051696;0,572043422;0,260333119;0,174332308;0,066976801;0,580483701;0,31108322;0,004649885;0,837036383;0,002665627;0,5
0,195405631;0,048387072;0,466779788;0,697933552;0,14882868;0,227886495;0,275373628;0,620473809;0,342488142;0,003820512;0,850753294;0,032572654;0,5
0,350452411;0,198233909;0,463577924;0,679239263;0,327596293;0,24576115;0,127850044;0,531140046;0,311449718;0,005847322;0,804091442;0,000780183;0,5
0,399241467;0,126071229;0,590915678;0,597964582;0,143955816;0,075342502;0,005893467;0,5285326;0,2445072;0,008163676;0,790473411;0,028931799;0,5
0,331496604;0,115588597;0,376285099;0,58893076;0,281042114;0,148667497;0;0,537623033;0,294993852;0,007189531;0,796213351;0,000715168;0,5
0,225476716;0,018430967;0,470501664;0,642087685;0,094579719;0,14427449;0,179506558;0,609934066;0,308289838;0,003430363;0,849806473;0,031987517;0,5
0,51227148;0,306900226;0,725381233;0,572460385;0,197513889;0,193999965;0,165490474;0,569958334;0,2874598;0,004860908;0,828725628;0,080748976;0,5
0,395624719;0,22520746;0,693073829;0,775056422;0,259875695;0,226352886;0,161004891;0,57029184;0,377478116;0,008467943;0,811725984;0,013848254;0,5
0,416057317;0,294020551;0,498671357;0,503271344;0,268188068;0,301102272;0,287100537;0,584911153;0,299741325;0,00164893;0,878702245;0,041934855;0,5
0,38327859;0,361728421;0,680105897;0,661899054;0,414049595;0,443963749;0,397461171;0,619954073;0,332464281;0,003248785;0,869216083;0,105974904;0,5
0,303290603;0,150209761;0,487626595;0,690980877;0,29488295;0,236718017;0,14446362;0,564630617;0,322841783;0,003722361;0,854723213;0,009817308;0,5
0,263420158;0,128292465;0,487440965;0,773841854;0,30926808;0,256637484;0,16583426;0,56517899;0,318077303;0,002807107;0,872103785;0,005526298;0,5
0,541604169;0,275049311;0,633724864;0,505461201;0,166958722;0,108560069;0,04252164;0,552694866;0,255224091;0,00365611;0,845406014;0,045900786;0,5
0,26362096;0,035349581;0,421482042;0,600694656;0,122288536;0,119242237;0,106632197;0,586474708;0,29755594;0,005388468;0,848157654;0,017424095;0,5
0,175155896;0,11983213;0,316912834;0,655413844;0,377569622;0,359840541;0,282815495;0,664950304;0,394443339;0,001356932;0,940527309;0,007606787;0,5
0,709464073;0,436470634;0,608150372;0,299308159;0,165393704;0,126718389;0,076755592;0,530883992;0,242292053;0,006063253;0,828497006;0,03140238;0,5
0,006771129;0,007890247;0,192122067;0,700964191;0,341629871;0,415374312;0,41882499;0,73856511;0,459876496;0;0,974229109;0,012547949;0,5
0,390519608;0,276119061;0,705514197;0,768056061;0,252681772;0,30816127;0,315382359;0,612696566;0,326477006;0,002627982;0,912418894;0,039984396;0,5
0,097421288;0,035195364;0;0,310655827;0,373687618;0,336848548;0,245361964;0,852683285;0,570531822;0,000311628;0,985124032;0,001495352;0,5
0,127811804;0,082521939;0,191218909;0,397908979;0,322074619;0,366844172;0,351189266;0,789153565;0,456535493;0,001673468;0,952890891;0,021325011;0,5
0,591937141;0,350035187;0,527504536;0,392893133;0,233752255;0,153227366;0,055731465;0,520967774;0,246454489;0,006544191;0,826881965;0,000520122;0,5
0,323494623;0,323128463;0,375398545;0,548908786;0,540015175;0,465369041;0,309357926;0,378387936;0,077995296;0,088448411;0,339165262;0,072622067;0
0,376925267;0,423267618;0,53122933;0,698414236;0,613253377;0,54308856;0,375540746;0,483207682;0,16731718;0,078032179;0,357247266;0,152655874;0
0,262708383;0,220834899;0,464820726;0,776685279;0,466504147;0,394111611;0,255072543;0,560939571;0,178613156;0,079028407;0,529332437;0,088030688;0
0,151263951;0,107275796;0,135672047;0,455394351;0,445552188;0,372628956;0,237490365;0,528977335;0,260377179;0,040541104;0,561665521;0,003055718;0
0,075367808;0,098422208;0,506010737;0,926393316;0,384432352;0,459041199;0,454348137;0,615288506;0,368911746;0,058306362;0,695921959;0,106495026;0
