;meanBlue;meanRed;sdBlue;skewnessBlue;dfRG;dfRB;dfGB;entropyBlue;energyBlue;contrastBlue;homogeneityBlue;coverage;cloudType
663;184,3461304;155,4334106;50,98795313;-2,627971777;-31,13562012;-28,91271973;2,222900391;-5,749553947;0,00546396;4,3452;0,685009935;0,585083008;2
664;181,4967651;141,1303101;51,12546039;-2,417138212;-33,50671387;-40,36645508;-6,859741211;-6,108217561;0,00394056;9,2534;0,632594391;0,173950195;2
665;154,5665894;107,2954712;56,86766878;-0,714306495;-43,48095703;-47,27111816;-3,790161133;-5,794324263;0,00468376;2,3354;0,725021004;0,187316895;2
666;151,5556641;111,9282837;59,26124754;-0,580397629;-39,96362305;-39,62738037;0,336242676;-5,628525171;0,00524294;5,2392;0,704051895;0,338928223;2
667;135,8734131;108,1415405;53,70971796;-0,613686482;-37,22723389;-27,73187256;9,495361328;-5,652184873;0,00404692;7,3162;0,652033834;0,463867188;2
668;172,1629028;142,0639648;49,5874576;-2,088992481;-30,17364502;-30,09893799;0,074707031;-5,3713532;0,00943892;2,566;0,736911789;0,465637207;2
669;150,5703735;107,8779297;52,97765326;-0,665451583;-39,70300293;-42,69244385;-2,989440918;-5,692228053;0,00434089;13,2772;0,617682507;0,185180664;2
670;147,866272;103,3743286;51,54746483;-0,765045053;-41,10266113;-44,49194336;-3,389282227;-5,704137827;0,00408855;17,502;0,61510934;0,179870605;2
671;152,2416992;130,0429688;54,94916847;-1,168829649;-35,4395752;-22,19873047;13,24084473;-5,966845437;0,00326074;6,5554;0,645107913;0,745727539;2
672;144,4649048;120,3550415;54,94143081;-1,01414767;-37,87420654;-24,10986328;13,76434326;-5,953823672;0,00336655;6,943;0,644149384;0,60925293;2
673;179,5551147;155,4013672;50,64806063;-2,341084635;-27,88482666;-24,15374756;3,731079102;-5,831344855;0,00527523;5,385;0,668475307;0,69140625;2
674;179,4584351;159,1273193;50,71066524;-2,250301;-25,84130859;-20,33111572;5,510192871;-5,64023011;0,00636111;5,6352;0,667046417;0,746826172;2
675;139,8790283;108,4213867;49,66864261;-1,116437141;-37,81774902;-31,4576416;6,360107422;-5,68028504;0,00458204;4,4544;0,687584082;0,443664551;2
676;178,0998535;138,4265747;55,43896483;-1,947624557;-33,42675781;-39,67327881;-6,246520996;-5,970142965;0,00308033;23,663;0,585717608;0,145690918;0
677;160,3156738;138,8290405;60,66982453;-0,934698657;-30,96136475;-21,4866333;9,474731445;-6,030316777;0,00345159;3,811;0,688544486;0,988952637;0
678;153,7380371;122,3626709;51,2016034;-1,57522683;-33,62811279;-31,37536621;2,252746582;-5,858628118;0,00304901;15,6932;0,606226896;0,560546875;0
679;186,5825806;159,4310913;55,65547502;-2,426882342;-30,88293457;-27,15148926;3,731445313;-5,840574245;0,00379368;24,9848;0,591074833;0,849487305;0
680;200,5673218;164,4797974;60,49530599;-2,581712603;-37,13641357;-36,08752441;1,04888916;-5,797342631;0,00457808;19,8586;0,598786754;0,609375;0
681;145,9261475;119,9041748;52,56447944;-1,260130041;-32,75006104;-26,02197266;6,728088379;-5,700818491;0,00326762;14,0322;0,611787946;0,467468262;0
682;170,4304199;147,0454102;56,1415027;-2,043782187;-32,10858154;-23,38500977;8,723571777;-5,665022478;0,00427483;23,2114;0,590810192;0,9609375;0
683;173,1811523;147,4321289;57,81250945;-1,93740412;-34,90429688;-25,74902344;9,155273438;-6,008030616;0,00371655;10,8588;0,635967054;0,781677246;0
684;160,1503296;139,8687744;57,40729228;-1,249832108;-31,05981445;-20,28155518;10,77825928;-5,749205734;0,00309944;16,0616;0,606494984;0,701599121;0
685;178,8388672;156,2719116;54,73096569;-2,416942798;-29,62689209;-22,56695557;7,059936523;-5,782724826;0,00403297;50,1232;0,564178275;0,974609375;0
686;189,9332886;162,0345459;54,50992314;-2,410165357;-31,74694824;-27,89874268;3,848205566;-5,843915643;0,00328883;35,4304;0,572381634;0,936096191;0
687;189,0703735;160,5513916;51,39221654;-2,721784412;-32,70849609;-28,51898193;4,18951416;-5,896082965;0,0041224;22,6378;0,590387984;0,933227539;0
688;198,6052246;170,2288818;53,39156769;-2,911114576;-32,80969238;-28,37634277;4,433349609;-5,792214859;0,00489272;29,3622;0,583361404;0,935058594;0
689;191,8938599;163,0545044;53,04560006;-2,752970551;-33,35168457;-28,83935547;4,512329102;-5,883704264;0,0042208;34,138;0,576821997;0,878540039;0
690;195,5778809;155,8876343;59,49882116;-2,398200578;-33,48150635;-39,69024658;-6,208740234;-5,84487559;0,00363228;70,5286;0,559008456;0,269348145;0
691;186,3411255;162,3527222;59,53482629;-2,324813394;-31,51202393;-23,98840332;7,523620605;-5,690476807;0,00402653;34,4176;0,575625746;0,97088623;0
692;179,8460083;155,7885742;56,56240521;-2,373603414;-31,28320313;-24,05743408;7,225769043;-5,73274008;0,00431691;29,8848;0,582798179;0,96307373;0
693;191,0222778;167,3826904;55,62888445;-2,398148666;-27,21795654;-23,6395874;3,578369141;-5,934199274;0,00337629;40,6032;0,572396077;0,976074219;0
694;184,829834;160,9022827;51,12863817;-2,538308049;-26,57879639;-23,92755127;2,651245117;-5,791203573;0,00437511;26,8824;0,584161219;0,973144531;0
695;177,600769;152,309021;51,66156136;-2,117378707;-30,05004883;-25,29174805;4,758300781;-5,776544372;0,00425774;27,4554;0,585896097;0,840698242;0
696;191,0109253;162,6473999;54,77447052;-2,621539228;-32,15423584;-28,36352539;3,790710449;-5,889253409;0,00403148;42,6458;0,574434761;0,868469238;0
697;184,6339111;161,7617188;51,27322944;-2,620491399;-26,96087646;-22,87219238;4,088684082;-5,86236363;0,00409123;17,428;0,603043702;0,987670898;0
698;189,2856445;150,8643799;60,42488819;-2,223180426;-36,79119873;-38,42126465;-1,630065918;-6,049767794;0,0038157;6,2586;0,654647621;0,154602051;0
699;153,7611694;116,6027832;64,58394925;-0,46026419;-38,05181885;-37,15838623;0,893432617;-5,898349651;0,00480918;6,785;0,66035183;0,349182129;0
700;165,9074097;144,4898682;49,63149627;-1,948127983;-25,49420166;-21,4175415;4,076660156;-5,735482129;0,00513776;2,2528;0,736184345;0,945007324;0
701;213,3411865;139,012085;59,58515459;-2,904085909;-50,98522949;-74,32910156;-23,34387207;-5,716105201;0,00667732;11,2804;0,629655611;0,07434082;0
702;158,7592163;134,9700317;53,7117553;-1,723245353;-33,52209473;-23,78918457;9,732910156;-5,578003739;0,00363598;43,307;0,567252404;0,765258789;0
703;134,9007568;114,4545288;46,81692404;-1,540666407;-33,92480469;-20,44622803;13,47857666;-5,901951083;0,00575864;12,0612;0,650235517;0,832214355;0
704;171,998291;143,0615234;59,36226885;-1,564206229;-32,13647461;-28,93676758;3,199707031;-5,99057724;0,00264787;16,34;0,601441412;0,554443359;0
705;186,7583618;117,9960938;63,21551631;-1,568131533;-50,69573975;-68,76226807;-18,06652832;-5,556620905;0,00400858;82,291;0,562085001;0,08807373;0
706;140,8156738;112,7078247;52,69594639;-0,466505142;-28,64868164;-28,10784912;0,54083252;-5,964262235;0,00302939;7,7332;0,657529517;0,485290527;0
707;159,3629761;127,5969849;54,79224619;-1,164219907;-32,3013916;-31,76599121;0,535400391;-5,951200199;0,00346755;6,114;0,680997621;0,518188477;0
708;142,4627686;127,3325806;56,50142669;-0,714562863;-30,6572876;-15,13018799;15,52709961;-5,793674438;0,0038044;5,8696;0,694843374;0,925231934;0
709;158,4663696;137,1134644;51,502418;-1,724201567;-27,02709961;-21,35290527;5,674194336;-5,65808383;0,00340812;24,5912;0,587334606;0,882202148;0
710;163,4291992;145,5861816;56,84490732;-1,02928265;-26,37322998;-17,84301758;8,530212402;-5,638679722;0,00393851;15,1222;0,629341404;0,988830566;0
711;146,413147;126,2078247;45,98731164;-1,483199569;-25,61859131;-20,20532227;5,413269043;-5,900459125;0,00418951;9,6916;0,644750501;0,891723633;0
712;159,2182617;140,8475342;61,79147221;-0,647528084;-26,80041504;-18,37072754;8,4296875;-5,629913461;0,00307439;31,3116;0,578902501;0,932312012;0
713;178,3687744;154,4275513;58,96030911;-1,942993016;-30,45050049;-23,94122314;6,509277344;-5,734320818;0,00363317;33,1888;0,593547801;0,866088867;0
714;184,2174683;104,376709;56,47044012;-2,007559411;-54,19787598;-79,84075928;-25,6428833;-5,760368658;0,00305067;57,7624;0,562228901;0,061218262;0
715;187,6453247;156,9956665;59,3129309;-2,20158054;-30,8560791;-30,6496582;0,206420898;-5,618822385;0,00350944;56,7364;0,560622855;0,735290527;0
716;181,9408569;153,7554321;57,33049882;-1,977867319;-31,82843018;-28,1854248;3,643005371;-5,73926526;0,00293375;48,9866;0,567061408;0,834716797;0
717;158,4736938;138,4385986;54,87332349;-1,123611409;-28,79608154;-20,03509521;8,760986328;-5,998126743;0,00237947;13,4282;0,604635538;0,913452148;0
