meanBlue meanRed sdBlue skewnessBlue dfRG dfRB dfGB entropyBlue energyBlue contrastBlue homogeneityBlue coverage cloudType
0.3369257763998873 0.40543141404881805 0.5744436294499499 0.796651388216599 0.41930970033394627 0.48398580416714826 0.4023628438568182 0.11659703451358897 0.2037459374792729 0.05143336678632861 0.4539755193619987 0.12645471699620983 0.0
0.15541019069550915 0.30344885360595003 0.32260071631518994 0.7657329193160866 0.4020895026925647 0.5583341340918285 0.5857765529831828 0.16468179745216466 0.23382602292188567 0.11758441564814975 0.3408344048632866 0.2525193422541843 0.0
0.3204247276424 0.35495007726064315 0.44388389881353346 0.688703491304934 0.3418947520735391 0.43904364336959956 0.4248084964056294 0.11337420579439185 0.20005034039289316 0.05947926200565839 0.4065638204535679 0.07561276932295846 0.0
0.42621372211008646 0.6162201146307097 0.4144243595995006 0.4592246595312599 0.4489042468764812 0.6489252821354549 0.7063457091309262 0.1124666620810064 0.21413969799165644 0.04960776567526385 0.4441390777350163 0.3272869129885013 0.0
0.7212760808510833 0.8858101493205729 0.6428961224956197 0.13649636210081684 0.5199563226226684 0.6583074990989362 0.6183365960868926 0.13504879795717628 0.2988909807362963 0.04204771591291098 0.4671739870886525 0.6008712048465519 0.0
0.6210609279786856 0.8790811550295233 0.6115549991473139 0.21868082506358627 0.5637594870446885 0.7615512258600698 0.770242082320997 0.12846509234526954 0.14060445886628678 0.6053389017438908 0.020333964772898002 0.9765294848545509 0.0
0.35249399338805143 0.4825130969365857 0.6638930508006745 0.7466207477118986 0.3941404056290941 0.5633393160048146 0.6084309325041994 0.13393934467570603 0.12550744306518571 0.2019252239673944 0.3100965429877542 0.3772836620731112 1.0
0.2533985852673616 0.07695985169516242 0.45256197036518625 0.6988280443318322 0.143156542015502 0.16498591190897086 0.1467582519008461 0.15275221971141095 0.2829920900956978 0.009282592746180103 0.7534783093779697 0.0213900272951411 0.0
0.33410644924879435 0.6163008212727433 0.22954852477243282 0.281216346901941 0.5278730661801897 0.7516762941673198 0.8038280253151161 0.16633981017646685 0.4419189213550409 0.028318901105911863 0.5593191270588398 0.6469670376140189 0.0
0.17849661341992126 0.4899920991258953 0.2775155788014252 0.40389648066221767 0.4479776761321361 0.7666350873590941 0.9567512261786137 0.1540359001014827 0.3100551533426191 0.03250011655383438 0.5640319460051954 0.6649762694893837 0.0
0.32595574696267815 0.4718387214969096 0.7596197956244304 0.9427164381900651 0.4641023452424577 0.5795234468906858 0.5364651473476422 0.15318421097534296 0.4478942919776802 0.026363250453333074 0.5990275273232173 0.21715103069037334 0.0
0.4019959810717504 0.492721736306221 0.7389368827617672 0.7736860919961692 0.41231413541702316 0.5209787481798351 0.4912355135832063 0.1562861632184931 0.2937583014879328 0.09315718572792164 0.3801045554796802 0.26662765781240627 1.0
0.29283733547926977 0.4120067048246625 0.35620230469387243 0.4731599803528239 0.3853222553124331 0.5413696566859756 0.5753429329348078 0.13791477816734202 0.25690267127213234 0.03889708173736373 0.4971723943760844 0.06963136302508688 0.0
0.38210097737249127 0.40192349490473417 0.6042464071857232 0.6454045731862426 0.3211740757745779 0.42923900734225917 0.43552178330868213 0.15164718324083387 0.11757117808424195 0.17995666651126158 0.23458282435349154 0.18873935423741703 1.0
0.4160850935851257 0.6324324151908562 0.5800967850018428 0.5684186212024009 0.4616488647097691 0.6805525370217402 0.7539027168332956 0.10724272865720984 0.10840191361520551 0.1327683130611454 0.24709505770678394 0.47292113707478195 1.0
