meanBlue meanRed sdBlue skewnessBlue dfRG dfRB dfGB entropyBlue energyBlue contrastBlue homogeneityBlue coverage cloudType
0.17304140107437482 0.17616856506779816 0.3239956035176989 0.6308908254489527 0.23485739708627337 0.3790040326296858 0.4602838959501607 0.14842387826686218 0.27619018464379924 0.032382335836991495 0.592692956946675 0.012808010119174259 0.0
0.3196602913455378 0.6311796611315472 0.4354408433519815 0.4517564014925182 0.49834322664955355 0.7864423481518541 0.9221966807470414 0.11400027374250304 0.1946744626248093 0.05028991232697891 0.48059788260242864 0.7889604058318399 1.0
0.26826139141039823 0.2781429002973493 0.5196894936170393 0.6542651392805033 0.25094791527364824 0.4008182676736649 0.48200377888399915 0.17599094302678145 0.1799490473590852 0.06966238648269973 0.4857090212861902 0.15363110312228934 0.0
0.2855245611834394 0.2465474706686788 0.528652246810849 0.8004684142625007 0.3171262823897735 0.34194079305725206 0.2569988334647432 0.1698005093163508 0.21874006159895373 0.090499758304154 0.5543592201581481 0.07892854856535354 0.0
0.3248313725964622 0.3609465416000595 0.536737126496561 0.8087730947405795 0.3602949569920932 0.44165554730165185 0.4024024064732654 0.1258887820446301 0.23898421250448557 0.03347916876259089 0.5113122396369827 0.12086340350178394 0.0
0.40595877939336494 0.4755229618083614 0.5989037724482515 0.5595704835622937 0.35691310815081756 0.49498546682343986 0.5203481511052015 0.1875192155331502 0.41929635695420214 0.007125733368994719 0.8267946203712128 0.08939600825511586 0.0
0.23001761457865688 0.27394717443042005 0.4924223116191745 0.8273837877685819 0.3306923218522037 0.4381755883772121 0.4399773537878365 0.13111869985081032 0.23477330666653062 0.01864125220532124 0.6646609608796297 0.07021650116504502 0.0
0.29195311324011963 0.33026767403837337 0.5867754742036683 0.8232459852679662 0.3362948850624305 0.4398085119798018 0.43492697965809063 0.14518368478615956 0.29675066369386244 0.007928114502486892 0.8026075568897586 0.07918860901403688 0.0
1.0 0.6547892288767476 0.8078493852310554 0.06001687396413408 0.014287704374606263 0.05785141559187289 0.11575070081639953 0.19129507009082583 0.7997251686658265 0.13968056888086236 0.2661213690399347 0.004225992943207424 1.0
0.2951584192125797 0.5765786788360447 0.6181751368168712 0.6535884017670801 0.44232208904686987 0.7452484307878967 0.920095768774283 0.1026781802172738 0.08393580239354963 0.07556859867938372 0.3348768362458869 0.5873480274282882 1.0
0.2893698869478572 0.6551670606114307 0.9290476419787655 0.8433829605484319 0.56271877995291 0.8502934038959552 0.9595438019384216 0.019648971490098317 0.06209470456481922 0.09523552462721177 0.4305763911697659 0.9555945654750264 1.0
0.3910438917463013 0.6674823020984013 0.3898402724328171 0.4232473066127977 0.5458382950074658 0.7524321339968174 0.7781559722271322 0.18818496047752659 0.5245826084146689 0.006551552374385641 0.8056182139358863 0.5374162934558491 0.0
0.33126860458777724 0.5865770699283959 0.5389973807797964 0.628840438992793 0.46622779621606825 0.7175487055461333 0.8252123080322821 0.20619362582312833 0.536938963974306 0.047367478290314756 0.5110641211825901 0.42578505931695065 0.0
0.38585429298545276 0.5433043422643842 0.7582680691219144 0.8023233235313441 0.42391109962633267 0.6024269425298008 0.6459240260910322 0.15486210582934656 0.3927945210604816 0.025045578683653272 0.6397059899955436 0.27475456707275664 1.0
0.32349462284212066 0.32312846302494275 0.3753985446266694 0.5489087855696991 0.35754939538751507 0.3957002257377128 0.3093579257752603 0.0981203861551781 0.07799529589436684 0.08844841081914036 0.3391652622301297 0.07262206670662784 0.0
0.10055136547104654 0.33013247725313133 0.06105183477993078 0.364797443448875 0.4593122167236321 0.6529482592072724 0.699056635916337 0.21059471126593493 0.5776049877805498 0.006679148150965436 0.8523818895703712 0.117352577857666 0.0
0.24792543375816392 0.585223559953757 0.597882843780631 0.6783258781106828 0.5054673072498876 0.8087331749439207 0.958535637040982 0.01032963870980487 0.06664659853706738 0.07299214549844554 0.4573236219112911 0.8736753142933422 0.0
0.18262317759948837 0.2874416609437678 0.5595398206072397 0.8572297621173165 0.3292220310673835 0.5079243876115082 0.5897532792332982 0.1575910597037756 0.29462905422986857 0.008318263127028958 0.7753824140477013 0.11475196697957073 0.0
